"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","lng","lat","formation","geological_group","member","lithdescript","lithology1","lithification1","minor_lithology1","lithology2","lithification2","minor_lithology2","environment","tectonic_setting","geology_comments"
"277930","occ","","","15079","Chamops cf. segnis","species","","","Chamops segnis","species","54233","Clarkforkian","","57.5","56","7298","Chordata","Reptilia","Squamata","Chamopsiidae","Chamops","-109.000000","45.200001","Fort Union","","","","not reported","","","","","","terrestrial indet.","",""
"280197","occ","39727","","26766","Hadrosauridae indet.","family","","","Hadrosauridae","family","38755","Late Campanian","","83.6","72.2","81833","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","","-109.601669","46.257500","Bearpaw Shale","Montana","","""Dark, soft shales predominate. There are occasional thin bands of sand and many brownish concretions which break into angular fragments. These sometimes contain marine fossils and sometimes a network of calcite seams...Some hard limestone concretions are crowded with these.","""shale""","","","""limestone""","","","marine indet.","",""
"280198","occ","28657","","26767","Gryposaurus sp.","genus","","","Gryposaurus","genus","53014","Late Campanian","","83.6","72.2","46756","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Gryposaurus","-109.129166","45.823334","Bearpaw Shale","Montana","","""Dark, soft shales predominate. There are occasional thin bands of sand and many brownish concretions which break into angular fragments. These sometimes contain marine fossils and sometimes a network of calcite seams...Some hard limestone concretions are crowded with these.""","""shale""","","","""limestone""","","","marine indet.","",""
"280199","occ","19514","","26767","Lambeosaurinae indet.","subfamily","","","Lambeosaurinae","subfamily","53394","Late Campanian","","83.6","72.2","24881","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","","-109.129166","45.823334","Bearpaw Shale","Montana","","""Dark, soft shales predominate. There are occasional thin bands of sand and many brownish concretions which break into angular fragments. These sometimes contain marine fossils and sometimes a network of calcite seams...Some hard limestone concretions are crowded with these.""","""shale""","","","""limestone""","","","marine indet.","",""
"280200","occ","13172","","26767","Panoplosaurus sp.","genus","","","Panoplosaurus","genus","38825","Late Campanian","","83.6","72.2","17480","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Panoplosaurus","-109.129166","45.823334","Bearpaw Shale","Montana","","""Dark, soft shales predominate. There are occasional thin bands of sand and many brownish concretions which break into angular fragments. These sometimes contain marine fossils and sometimes a network of calcite seams...Some hard limestone concretions are crowded with these.""","""shale""","","","""limestone""","","","marine indet.","",""
"280201","occ","","","26767","Squalicorax pristodontus","species","110987","","Squalicorax pristodontus","species","110986","Late Campanian","","83.6","72.2","7398","Chordata","Chondrichthyes","Lamniformes","Anacoracidae","Squalicorax","-109.129166","45.823334","Bearpaw Shale","Montana","","""Dark, soft shales predominate. There are occasional thin bands of sand and many brownish concretions which break into angular fragments. These sometimes contain marine fossils and sometimes a network of calcite seams...Some hard limestone concretions are crowded with these.""","""shale""","","","""limestone""","","","marine indet.","",""
"280202","occ","","","26767","Teleostei indet.","unranked clade","","","Teleostei","unranked clade","63035","Late Campanian","","83.6","72.2","7398","Chordata","Osteichthyes","","","","-109.129166","45.823334","Bearpaw Shale","Montana","","""Dark, soft shales predominate. There are occasional thin bands of sand and many brownish concretions which break into angular fragments. These sometimes contain marine fossils and sometimes a network of calcite seams...Some hard limestone concretions are crowded with these.""","""shale""","","","""limestone""","","","marine indet.","",""
"280203","occ","","","26767","Mosasauridae indet.","family","","","Mosasauridae","family","38049","Late Campanian","","83.6","72.2","7398","Chordata","Reptilia","Squamata","Mosasauridae","","-109.129166","45.823334","Bearpaw Shale","Montana","","""Dark, soft shales predominate. There are occasional thin bands of sand and many brownish concretions which break into angular fragments. These sometimes contain marine fossils and sometimes a network of calcite seams...Some hard limestone concretions are crowded with these.""","""shale""","","","""limestone""","","","marine indet.","",""
"280542","occ","","","26775","Maiasaura peeblesorum n. gen. n. sp.","species","","","Maiasaura peeblesorum","species","55574","Middle Campanian","","83.6","72.2","7402","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Maiasaura","-112.287567","47.768101","Two Medicine","Montana","Flag Butte","fine-grained, green mudstone; calcareous rhizoconcretions, oxidized sediments - mixed with intraformational micritic cobbles and boulders","mudstone","","","","","","""floodplain""","","facies located on Willow Creek anticline, described as ""upland"" facies; semiarid; layer resulted from a flooding event with ""sediment gravity flows of uncertain genesis"""
"280571","occ","","","26779","Brachylophosaurus goodwini n. sp.","species","64297","","Brachylophosaurus canadensis","species","65213","Middle Campanian","","83.6","72.2","7405","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Brachylophosaurus","-110.616669","48.950001","Judith River","Montana","McClelland Ferry","""alternating greenish-brown mudstones and grey-to-tan fluted sandstones (Goodwin, pers. comm.). Thin carbonaceous sandstones and shales occasionally occur a the bases of the massive fluted sandstones.","mudstone","","","sandstone","","","terrestrial indet.","",""
"280572","occ","10065","","13281","Troodon formosus","species","","","Troodon formosus","species","54818","Middle Campanian","","83.6","72.2","7406","Chordata","Reptilia","NO_ORDER_SPECIFIED","Troodontidae","Troodon","-112.182777","47.812500","Two Medicine","Montana","Flag Butte","brown, organic-rich, siliceous carbonates with mudstone inclusions; ""interbedded calcretes and mudstones""","""carbonate""","lithified","argillaceous","mudstone","","","terrestrial indet.","","interpreted as the products of soil formation where partially dried sediments were repeatedly disrupted and mixed in the process of nest construction and daily traffic; ""carbonate-rich paleosols and overbank deposition"""
"286115","occ","","","16988","Apternodus baladontus","species","","","Apternodus baladontus","species","44193","Chadronian","","37","33.9","7521","Chordata","Mammalia","NO_ORDER_SPECIFIED","Apternodontidae","Apternodus","-112.000000","46.000000","Renova","","Climbing Arrow","","","","","","","","terrestrial indet.","",""
"286116","occ","","","17027","Centetodon kuenzii","species","","","Centetodon kuenzii","species","44988","Late Chadronian","","37","33.9","4220","Chordata","Mammalia","NO_ORDER_SPECIFIED","Geolabididae","Centetodon","-111.000000","45.700001","Dunbar Creek","","","formation is ""thick bedded white to grayish-yellow tuffaceous siltstone""","siltstone","","","","","","terrestrial indet.","",""
"286117","occ","","","27245","Herpetotherium valens","species","46901","","Herpetotherium valens","species","45723","Early Chadronian","","37","33.9","4220","Chordata","Mammalia","NO_ORDER_SPECIFIED","Herpetotheriidae","Herpetotherium","-111.616669","45.933334","Climbing Arrow","","middle","formation is ""thick-bedded white to grayish-yellow tuffaceous siltstone""","siltstone","","","","","","terrestrial indet.","",""
"286118","occ","","","27245","Copedelphys titanelix","species","45234","","Copedelphys titanelix","species","50142","Early Chadronian","","37","33.9","4220","Chordata","Mammalia","NO_ORDER_SPECIFIED","Herpetotheriidae","Copedelphys","-111.616669","45.933334","Climbing Arrow","","middle","formation is ""thick-bedded white to grayish-yellow tuffaceous siltstone""","siltstone","","","","","","terrestrial indet.","",""
"286119","occ","","","27245","Centetodon kuenzii","species","","","Centetodon kuenzii","species","44988","Early Chadronian","","37","33.9","4220","Chordata","Mammalia","NO_ORDER_SPECIFIED","Geolabididae","Centetodon","-111.616669","45.933334","Climbing Arrow","","middle","formation is ""thick-bedded white to grayish-yellow tuffaceous siltstone""","siltstone","","","","","","terrestrial indet.","",""
"286120","occ","","","27245","Micropternodus borealis","species","","","Micropternodus borealis","species","48538","Early Chadronian","","37","33.9","4220","Chordata","Mammalia","NO_ORDER_SPECIFIED","Micropternodontidae","Micropternodus","-111.616669","45.933334","Climbing Arrow","","middle","formation is ""thick-bedded white to grayish-yellow tuffaceous siltstone""","siltstone","","","","","","terrestrial indet.","",""
"286121","occ","","","27245","Oligoryctes cameronensis","species","","","Oligoryctes cameronensis","species","49303","Early Chadronian","","37","33.9","4220","Chordata","Mammalia","NO_ORDER_SPECIFIED","Oligoryctidae","Oligoryctes","-111.616669","45.933334","Climbing Arrow","","middle","formation is ""thick-bedded white to grayish-yellow tuffaceous siltstone""","siltstone","","","","","","terrestrial indet.","",""
"286122","occ","","","27245","Domnina cf. gradata","species","","","Domnina gradata","species","45894","Early Chadronian","","37","33.9","4220","Chordata","Mammalia","NO_ORDER_SPECIFIED","Soricidae","Domnina","-111.616669","45.933334","Climbing Arrow","","middle","formation is ""thick-bedded white to grayish-yellow tuffaceous siltstone""","siltstone","","","","","","terrestrial indet.","",""
"286123","occ","","","27245","Palaeolagus cf. temnodon","species","","","Palaeolagus temnodon","species","49664","Early Chadronian","","37","33.9","4220","Chordata","Mammalia","Lagomorpha","Leporidae","Palaeolagus","-111.616669","45.933334","Climbing Arrow","","middle","formation is ""thick-bedded white to grayish-yellow tuffaceous siltstone""","siltstone","","","","","","terrestrial indet.","",""
"286124","occ","","","27245","Ischyromys douglassi","species","","","Ischyromys douglassi","species","47378","Early Chadronian","","37","33.9","4220","Chordata","Mammalia","Rodentia","Ischyromyidae","Ischyromys","-111.616669","45.933334","Climbing Arrow","","middle","formation is ""thick-bedded white to grayish-yellow tuffaceous siltstone""","siltstone","","","","","","terrestrial indet.","",""
"286125","occ","","","27245","Pseudocylindrodon sp.","genus","","","Pseudocylindrodon","genus","41433","Early Chadronian","","37","33.9","4220","Chordata","Mammalia","Rodentia","Cylindrodontidae","Pseudocylindrodon","-111.616669","45.933334","Climbing Arrow","","middle","formation is ""thick-bedded white to grayish-yellow tuffaceous siltstone""","siltstone","","","","","","terrestrial indet.","",""
"286126","occ","","","27245","Mesohippus sp.","genus","","","Mesohippus","genus","43010","Early Chadronian","","37","33.9","4220","Chordata","Mammalia","Perissodactyla","Equidae","Mesohippus","-111.616669","45.933334","Climbing Arrow","","middle","formation is ""thick-bedded white to grayish-yellow tuffaceous siltstone""","siltstone","","","","","","terrestrial indet.","",""
"286127","occ","","","27245","Brontotheriidae indet.","family","350594","","Brontotheriidae","family","43027","Early Chadronian","","37","33.9","4220","Chordata","Mammalia","Perissodactyla","Brontotheriidae","","-111.616669","45.933334","Climbing Arrow","","middle","formation is ""thick-bedded white to grayish-yellow tuffaceous siltstone""","siltstone","","","","","","terrestrial indet.","",""
"286128","occ","","","27245","Limnenetes platyceps","species","","","Limnenetes platyceps","species","47670","Early Chadronian","","37","33.9","4220","Chordata","Mammalia","Artiodactyla","Merycoidodontidae","Limnenetes","-111.616669","45.933334","Climbing Arrow","","middle","formation is ""thick-bedded white to grayish-yellow tuffaceous siltstone""","siltstone","","","","","","terrestrial indet.","",""
"286129","occ","","","27245","Merycoidodon sp.","genus","","","Merycoidodon","genus","42502","Early Chadronian","","37","33.9","4220","Chordata","Mammalia","Artiodactyla","Merycoidodontidae","Merycoidodon","-111.616669","45.933334","Climbing Arrow","","middle","formation is ""thick-bedded white to grayish-yellow tuffaceous siltstone""","siltstone","","","","","","terrestrial indet.","",""
"286130","occ","","","27245","""Leptomeryx"" cf. yoderi","species","","","Leptomeryx yoderi","species","47599","Early Chadronian","","37","33.9","4220","Chordata","Mammalia","Artiodactyla","Leptomerycidae","Leptomeryx","-111.616669","45.933334","Climbing Arrow","","middle","formation is ""thick-bedded white to grayish-yellow tuffaceous siltstone""","siltstone","","","","","","terrestrial indet.","",""
"286131","occ","","","27245","""Leptomeryx"" aff. speciosus","species","","","Leptomeryx speciosus","species","47597","Early Chadronian","","37","33.9","4220","Chordata","Mammalia","Artiodactyla","Leptomerycidae","Leptomeryx","-111.616669","45.933334","Climbing Arrow","","middle","formation is ""thick-bedded white to grayish-yellow tuffaceous siltstone""","siltstone","","","","","","terrestrial indet.","",""
"286132","occ","","","17027","Micropternodus borealis","species","","","Micropternodus borealis","species","48538","Late Chadronian","","37","33.9","4220","Chordata","Mammalia","NO_ORDER_SPECIFIED","Micropternodontidae","Micropternodus","-111.000000","45.700001","Dunbar Creek","","","formation is ""thick bedded white to grayish-yellow tuffaceous siltstone""","siltstone","","","","","","terrestrial indet.","",""
"286133","occ","","","17027","Apternodus mediaevus","species","","","Apternodus mediaevus","species","44200","Late Chadronian","","37","33.9","4220","Chordata","Mammalia","NO_ORDER_SPECIFIED","Apternodontidae","Apternodus","-111.000000","45.700001","Dunbar Creek","","","formation is ""thick bedded white to grayish-yellow tuffaceous siltstone""","siltstone","","","","","","terrestrial indet.","",""
"286134","occ","","","17027","Domnina thompsoni","species","","","Domnina thompsoni","species","45896","Late Chadronian","","37","33.9","4220","Chordata","Mammalia","NO_ORDER_SPECIFIED","Soricidae","Domnina","-111.000000","45.700001","Dunbar Creek","","","formation is ""thick bedded white to grayish-yellow tuffaceous siltstone""","siltstone","","","","","","terrestrial indet.","",""
"286135","occ","","","17027","Megalagus brachyodon","species","48002","","Megalagus brachyodon","species","49654","Late Chadronian","","37","33.9","4220","Chordata","Mammalia","Lagomorpha","Leporidae","Megalagus","-111.000000","45.700001","Dunbar Creek","","","formation is ""thick bedded white to grayish-yellow tuffaceous siltstone""","siltstone","","","","","","terrestrial indet.","",""
